label,text,source
ham,"I wake up long ago already... Dunno, what other thing?",sms-spam
ham,Oh just getting even with u.... u?,sms-spam
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,sms-spam
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,sms-spam
ham,Yeah jay's sort of a fucking retard,sms-spam
ham,"Sorry, was in the bathroom, sup",sms-spam
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,sms-spam
ham,My exam is for february 4. Wish you a great day.,sms-spam
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,sms-spam
ham,"Aight no rush, I'll ask jay",sms-spam
ham,Good Morning plz call me sir,sms-spam
ham,It's ok lar. U sleep early too... Nite...,sms-spam
ham,"Oh... Icic... K lor, den meet other day...",sms-spam
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",sms-spam
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sms-spam
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sms-spam
ham,Then she buying today? Ü no need to c meh...,sms-spam
ham,Aight sorry I take ten years to shower. What's the plan?,sms-spam
ham,Every monday..nxt week vl be completing..,sms-spam
ham,Might ax well im there.,sms-spam
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,sms-spam
ham,Yeah I'll try to scrounge something up,sms-spam
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,sms-spam
ham,Were somewhere on Fredericksburg,sms-spam
ham,Que pases un buen tiempo or something like that,sms-spam
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,sms-spam
ham,She doesnt need any test.,sms-spam
ham,"Nothing much, chillin at home. Any super bowl plan?",sms-spam
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",sms-spam
ham,Bugis oso near wat... ,sms-spam
ham,Yo theres no class tmrw right?,sms-spam
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,sms-spam
ham,"Goodnight, sleep well da please take care pa. Please.",sms-spam
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,sms-spam
ham,Convey my regards to him,sms-spam
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,sms-spam
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",sms-spam
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,sms-spam
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",sms-spam
ham,Yo dude guess who just got arrested the other day,sms-spam
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,sms-spam
ham,What does the dance river do?,sms-spam
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",sms-spam
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,sms-spam
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",sms-spam
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,sms-spam
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",sms-spam
ham,Alright. I'm out--have a good night!,sms-spam
ham,Did you try making another butt.,sms-spam
ham,Hope you are feeling great. Pls fill me in. Abiola,sms-spam
ham,I though we shd go out n have some fun so bar in town or something – sound ok?,sms-spam
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",sms-spam
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",sms-spam
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",sms-spam
ham,We're finally ready fyi,sms-spam
ham,Auntie huai juan never pick up her phone,sms-spam
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,sms-spam
ham,"Ya tel, wats ur problem..",sms-spam
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,sms-spam
ham,i dnt wnt to tlk wid u,sms-spam
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",sms-spam
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,sms-spam
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,sms-spam
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",sms-spam
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,sms-spam
ham,All e best 4 ur exam later.,sms-spam
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,sms-spam
ham,Oh k.i think most of wi and nz players unsold.,sms-spam
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",sms-spam
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",sms-spam
ham,"Haha just kidding, papa needs drugs",sms-spam
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",sms-spam
ham,Oh ok..,sms-spam
ham,R we still meeting 4 dinner tonight?,sms-spam
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,sms-spam
ham,Shall i start from hear.,sms-spam
ham,Then we wait 4 u lor... No need 2 feel bad lar...,sms-spam
ham,No did you check? I got his detailed message now,sms-spam
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,sms-spam
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",sms-spam
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,sms-spam
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,sms-spam
ham,cool. We will have fun practicing making babies!,sms-spam
ham,Actually getting ready to leave the house.,sms-spam
ham,K..k..any special today?,sms-spam
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",sms-spam
ham,Then we gotta do it after that,sms-spam
ham,"I've got ten bucks, jay is being noncomittal",sms-spam
ham,Where at were hungry too,sms-spam
ham,Pls speak to that customer machan.,sms-spam
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,sms-spam
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",sms-spam
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,sms-spam
ham,So wats ur opinion abt him and how abt is character?,sms-spam
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,sms-spam
ham,No..few hours before.went to hair cut .,sms-spam
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,sms-spam
ham,Lmao. Take a pic and send it to me.,sms-spam
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),sms-spam
ham,No. She's currently in scotland for that.,sms-spam
ham,Do you work all this week ?,sms-spam
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,sms-spam
ham,Lol great now im getting hungry.,sms-spam
ham,Yes.. now only saw your message..,sms-spam
ham,I'll be at mu in like  &lt;#&gt;  seconds,sms-spam
ham,Ok...,sms-spam
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,sms-spam
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",sms-spam
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sms-spam
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,sms-spam
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",sms-spam
ham,Thanks for ve lovely wisheds. You rock,sms-spam
ham,You intrepid duo you! Have a great time and see you both soon. ,sms-spam
ham,I asked sen to come chennai and search for job.,sms-spam
ham,Dad went out oredi... ,sms-spam
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",sms-spam
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,sms-spam
ham,"Arms fine, how's Cardiff and uni? ",sms-spam
ham,In fact when do you leave? I think addie goes back to school tues or wed,sms-spam
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",sms-spam
ham,Ya:)going for restaurant..,sms-spam
ham,"Its ok., i just askd did u knw tht no?",sms-spam
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,sms-spam
ham,Those ducking chinchillas,sms-spam
ham,I am in a marriage function,sms-spam
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,sms-spam
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,sms-spam
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,sms-spam
ham,say thanks2. ,sms-spam
ham,Msg me when rajini comes.,sms-spam
ham,Ya! when are ü taking ure practical lessons? I start in june..  ,sms-spam
ham,"That's good, because I need drugs",sms-spam
ham,Stupid.its not possible,sms-spam
ham,Can ü all decide faster cos my sis going home liao..,sms-spam
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,sms-spam
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,sms-spam
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,sms-spam
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",sms-spam
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,sms-spam
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",sms-spam
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,sms-spam
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",sms-spam
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,sms-spam
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,sms-spam
